1424,1054
723,1052
1680,1024
1146,1036
1409,742
324,584
1096,599
700,625
1522,438
1166,390
1420,354
1472,432
722,908
1428,494
1500,541
699,307
1038,341
1192,596
1375,347
1256,374
856,451
686,469
1002,309
1174,250
1236,475
706,208
